RUN,CAR_TYPE,HAS_PARKED,A,B,C,D,E,F,G,H,I,J,K
[6],['A'],[True],[45.71457084550706],[63.04048558089877],[85.49006115101601],[90.52534967867008],[94.20915686451725],[94.20915686451725],[637.6410833271651],[640.5064401306778],[643.8815225584569],[648.5101380113773],[665.836052746769]
[6],['A'],[True],[50.767552396144346],[84.76325260731508],[116.01223841501879],[121.44803722224074],[124.53634889089706],[124.53634889089706],[622.1482312863207],[625.251698110638],[626.9169256647714],[632.8104087316898],[666.8061089428605]
[6],['A'],[False],[118.8607647533091],[154.63031811272822],[180.45838234101802],[186.26443200380552],[188.92243194359523],[197.03923881896904],[623.8548642941512],[626.740994816888],[627.2259742028974],[632.1450300967123],[667.9145834561314]
[6],['A'],[True],[26.984423217814967],[47.52777692090919],[55.660056298192984],[60.52763145381859],[63.85354102515427],[63.85354102515427],[636.3740446877068],[640.0811040312],[642.9483898130653],[647.3890023243708],[667.9323560274651]
[6],['A'],[True],[36.37530510709667],[51.43047233632418],[66.11123294261357],[72.22055853091845],[75.76642576495745],[75.76642576495745],[647.4474682275428],[650.0491737143312],[650.0491737143312],[655.969720171303],[671.0248874005306]
[6],['A'],[True],[39.22042304517809],[58.83372407896108],[78.0636402490235],[84.580912897904],[87.11698123640582],[87.11698123640582],[639.3900214031096],[642.2884546509852],[645.3479331279364],[652.5720119715471],[672.1853130053302]
[6],['A'],[True],[35.06497431188226],[46.32580968343598],[54.28689338788594],[59.8368881748926],[63.53818166475382],[63.53818166475382],[650.0011328024804],[652.9315718956915],[656.3315491393263],[662.0954787371976],[673.3563141087513]
[6],['A'],[True],[56.95976077869381],[89.70623177609794],[126.66601892755443],[132.50990259379702],[135.15722425088524],[135.15722425088524],[632.2197633388912],[635.7996396148159],[635.7996396148159],[642.9483898130653],[675.6948608104694]
[6],['A'],[True],[17.956018833113628],[49.112233631952904],[60.52763145381859],[66.41668759207263],[69.4847742754108],[69.4847742754108],[635.8514150051941],[639.101515070281],[639.101515070281],[645.3479331279364],[676.5041479267757]
[6],['A'],[True],[15.464372904950348],[40.577119289944356],[42.6323078141664],[49.37992353635906],[52.03968260290637],[52.03968260290637],[646.31047096345],[648.6902722451845],[648.6902722451845],[655.531997482147],[680.644743867141]
[6],['A'],[True],[80.10749025537274],[97.96765972063922],[137.6548018471005],[143.97297731038307],[147.26080344516834],[147.26080344516834],[653.2502312393847],[656.2433553047712],[658.771668524272],[663.9546662461825],[681.814835711449]
[6],['A'],[True],[5.952336546169648],[44.17647948513599],[49.37992353635906],[56.40411781278827],[59.7418032969476],[59.7418032969476],[636.4633253889752],[639.7575752110421],[639.7575752110421],[645.3495640110879],[683.5737069500542]
[6],['A'],[True],[50.91854677139737],[68.95494380356408],[96.76230943856069],[103.05245799852445],[105.60743166560783],[105.60743166560783],[654.1985450531489],[656.9373470149914],[662.0954787371976],[666.8034436858154],[684.8398407179822]
[6],['A'],[True],[21.877065114397514],[44.98903733341503],[49.98543984038678],[54.55733736776295],[57.62383294377497],[57.62383294377497],[650.0150610536375],[652.4241190911812],[655.969720171303],[662.6719797808362],[685.7839519998537]
[6],['A'],[True],[53.56240045992491],[67.99271334686958],[93.06680441653491],[100.02560127150043],[102.6638850003673],[102.6638850003673],[660.0795590574677],[663.3153290825344],[666.8034436858154],[672.3706406527584],[686.8009535397031]
[6],['A'],[True],[56.60031959720764],[81.53532493058685],[104.08690266075703],[110.7206653225482],[114.23599180931457],[114.23599180931457],[653.9195770595188],[657.390965474749],[662.6719797808362],[667.9055697415922],[692.8405750749714]
[6],['A'],[True],[65.96231369969689],[83.63846314046549],[109.70931136155497],[116.35129522879116],[119.07367252950455],[119.07367252950455],[665.0010503359468],[667.6335796236356],[670.6672111944087],[675.2263437767815],[692.9024932175502]
[6],['A'],[True],[61.31056193583506],[88.35244385441854],[125.4120698567669],[131.45119011999122],[134.95348332430422],[134.95348332430422],[653.5308337463637],[656.3999887477169],[661.1745685429124],[666.6535160500689],[693.6953979686524]
[6],['A'],[True],[22.71347653276249],[55.42147671649687],[72.22055853091845],[77.0750902487428],[80.12887029430186],[80.12887029430186],[649.3092866203283],[651.6200157179559],[655.531997482147],[661.1745685429124],[693.8825687266468]
[6],['A'],[True],[58.08094481913958],[70.95566794420351],[100.02560127150043],[106.4522444162205],[109.64831124911221],[109.64831124911221],[675.5746352939397],[679.2527319372548],[679.2527319372548],[683.6831778561515],[696.5579009812154]
[6],['A'],[True],[74.91866620667676],[95.48440213244933],[132.9045726989017],[137.76515687774224],[141.25147120498067],[141.25147120498067],[671.9344738715471],[675.0826740812535],[675.0826740812535],[680.0010839886653],[700.5668199144378]
[6],['A'],[False],[103.8339435205156],[135.56817913506202],[169.69761211763984],[173.94432988148884],[176.3763692475305],[187.6648295364687],[656.1958120500441],[658.5286376288194],[663.9546662461825],[670.6672111944087],[702.401446808955]
[6],['A'],[True],[91.5691972407283],[122.53348686844478],[155.26124312558898],[159.80125196785545],[163.53398878981855],[163.53398878981855],[656.242346865005],[658.5975228963164],[666.6535160500689],[671.7642723266802],[702.7285619543966]
[6],['A'],[True],[38.65843562769282],[68.73303584690231],[96.06282031104716],[103.28745222083619],[105.62802064277481],[105.62802064277481],[663.6026377619858],[666.5938877484134],[667.9055697415922],[672.7504451824746],[702.8250454016841]
[6],['A'],[True],[47.279650780279205],[64.5972139014205],[89.65184945568183],[96.81613458884553],[100.08969783097669],[100.08969783097669],[677.0881593567184],[680.0488219202492],[680.0488219202492],[685.5239771181363],[702.8415402392776]
[6],['A'],[True],[62.84712140123873],[84.78046079504358],[116.35129522879116],[121.69847172752421],[124.57741584769451],[124.57741584769451],[682.5718838878198],[685.7444891489927],[685.7444891489927],[691.3025370896039],[713.2358764834088]
[6],['B'],[True],[520.0646727338151],[551.4292280778477],[551.4292280778477],[555.5864110991242],[558.1146846163255],[558.1146846163255],[674.4588212357073],[676.8974947173997],[676.8974947173997],[682.5381919270718],[713.9027472711044]
[6],['A'],[True],[63.36143328227041],[82.98730505233141],[108.76855860568992],[115.58453494092467],[119.21513952187247],[119.21513952187247],[688.4519026942297],[690.8583282373557],[690.8583282373557],[695.834096970303],[715.459968740364]
[6],['A'],[True],[78.4929387797315],[103.29238653821497],[142.53637261398626],[148.17989250614403],[151.24167600343725],[151.24167600343725],[683.8456694700728],[686.4422460865964],[686.4422460865964],[691.7711375331168],[716.5705852916002]
[6],['B'],[True],[527.6927591558904],[539.8269193914375],[539.8269193914375],[544.749843367148],[546.9868251181781],[546.9868251181781],[698.0165436344471],[701.0687051862562],[701.0687051862562],[706.8152999912566],[718.9494602268037]
[6],['A'],[True],[24.91560423048229],[47.528899231057196],[56.40411781278827],[63.59924026704027],[66.72142629235489],[66.72142629235489],[690.2865146937919],[693.1270875315381],[693.1270875315381],[698.2880889376036],[720.9013839381785]
[6],['A'],[True],[42.932367655011376],[62.79321085800915],[82.52220740204689],[89.65184945568183],[92.9965883580691],[92.9965883580691],[691.893407642684],[695.2348024395053],[695.2348024395053],[702.0813169187393],[721.9421601217371]
[6],['A'],[True],[50.90460242932876],[73.34553211720481],[103.05245799852445],[109.70931136155497],[112.97468433624567],[112.97468433624567],[692.4508360715945],[695.2978527047269],[695.2978527047269],[700.411678658241],[722.8526083461171]
[6],['A'],[True],[105.77683225064384],[124.6609687945566],[158.46356554288968],[163.0099966801602],[166.3152419229349],[166.3152419229349],[700.4279981632251],[703.722136339312],[703.722136339312],[709.1029907781364],[727.9871273220491]
[6],['A'],[True],[18.718272607156724],[47.90791320512713],[59.8368881748926],[65.56839631329882],[68.55387278442592],[68.55387278442592],[693.2646523992926],[695.8380865503411],[695.8380865503411],[702.4308088513683],[731.6204494493387]
[6],['A'],[False],[85.43426077431218],[130.8503499114555],[164.59465417889265],[170.68545603624125],[173.6743069862268],[185.0906776108002],[675.7634582960279],[679.3854412963842],[679.3854412963842],[686.420500998705],[731.8365901358484]
[6],['A'],[True],[40.98955081276265],[62.83950707151001],[84.580912897904],[89.77134087273467],[92.29623230050865],[92.29623230050865],[702.6480014300329],[706.1046492028307],[706.8152999912566],[711.5815027079595],[733.4314589667069]
[6],['A'],[True],[70.0873809023042],[85.2446336533868],[120.22585165736592],[125.4120698567669],[127.65010633336848],[127.65010633336848],[716.6283342850478],[719.3580491294015],[719.3580491294015],[725.105656119999],[740.2629088710817]
[6],['A'],[True],[60.215929137706965],[84.55500385882874],[115.58453494092467],[120.22585165736592],[123.36985522277112],[123.36985522277112],[710.6316785179266],[713.4848790996703],[713.4848790996703],[719.7524680164324],[744.0915427375542]
[6],['A'],[True],[65.68872932148383],[86.41119419782947],[121.44803722224074],[126.66601892755443],[129.63418536694707],[129.63418536694707],[715.7758267696986],[717.9085385782424],[717.9085385782424],[723.4742029379639],[744.1966678143095]
[6],['A'],[True],[96.27055106910773],[115.31567154024467],[153.18202733978436],[158.46356554288968],[161.18013272216473],[161.18013272216473],[719.0685925577732],[721.3702524473595],[721.3702524473595],[726.9576833178605],[746.0028037889974]
[6],['A'],[True],[58.13814783433496],[95.82742824216905],[134.13324338856776],[141.0966844327052],[143.66029042050707],[143.66029042050707],[703.1314140860641],[706.0454892076239],[706.0454892076239],[711.184023091899],[748.8733034997331]
[6],['A'],[True],[38.89841822539783],[50.621556199030294],[65.56839631329882],[72.72424852936197],[76.45200106067729],[76.45200106067729],[732.1248842561715],[735.0973699406961],[735.0973699406961],[740.7712156801864],[752.4943536538188]
[6],['A'],[True],[76.42439403812962],[95.03032613809174],[132.50990259379702],[137.6548018471005],[140.73705030201614],[140.73705030201614],[727.2725694481906],[730.2808670252422],[730.2808670252422],[735.6649768792921],[754.2709089792543]
[6],['A'],[False],[97.41772643920523],[139.05316017333803],[173.25140694782283],[177.78413588489542],[180.96319832141637],[188.17475847070247],[706.1087005072517],[708.9804287900251],[709.9637881717375],[715.7052526395124],[757.3406863736452]
[6],['A'],[True],[32.092944599941724],[84.47706402234961],[115.36410188091372],[120.57618178783031],[123.83019342498619],[123.83019342498619],[700.9068002803601],[703.6673674325095],[703.6673674325095],[709.9637881717375],[762.3479075941455]
[6],['A'],[True],[52.054145391844166],[70.59507090248667],[96.81613458884553],[104.08690266075703],[107.28620164030247],[107.28620164030247],[738.3950422831497],[741.4700560932516],[741.5942583696313],[747.4524984262318],[765.9934239368744]
[6],['B'],[True],[497.7474991770621],[520.1971619883656],[520.1971619883656],[524.7654255351091],[527.2466659588432],[527.2466659588432],[734.0595544960563],[736.7799572928864],[736.7799572928864],[743.9923080879615],[766.441970899265]
[6],['A'],[True],[55.41539854207233],[82.22008671757817],[106.4522444162205],[110.64547753522075],[113.35594043165051],[113.35594043165051],[731.5594742784461],[734.2085985047104],[734.2085985047104],[739.7055121846346],[766.5102003601404]
[6],['A'],[False],[103.61984498573354],[133.42604150723554],[165.01502304539474],[169.7260482999345],[173.19164885429146],[184.12359998705193],[733.2189468490783],[735.4576793977175],[735.4576793977175],[741.5942583696313],[771.4004548911333]
[6],['A'],[True],[105.93049358436714],[116.19238575495024],[153.61004334443336],[158.50220423589147],[161.95656065917026],[161.95656065917026],[753.4163307097581],[755.8812326352462],[755.8812326352462],[761.8700368004744],[772.1319289710575]
[6],['A'],[True],[46.492676648207876],[64.85008107880114],[89.77134087273467],[96.06282031104716],[98.74590913373717],[98.74590913373717],[744.251117983603],[747.4398332995759],[748.7979860508609],[754.6136116444549],[772.9710160750482]
[6],['B'],[True],[469.6260296338305],[488.5479917287582],[488.5479917287582],[494.51509051166596],[497.4798614877081],[497.4798614877081],[740.8416033823142],[744.6505529428542],[746.9217913264109],[754.2960635297105],[773.2180256246382]
[6],['A'],[True],[84.40678939779113],[93.00744818246653],[131.45119011999122],[137.04218282174978],[139.24354226148992],[139.24354226148992],[761.8940669948968],[764.6971066825995],[764.6971066825995],[769.6781088847117],[778.2787676693871]
[6],['B'],[True],[460.2138820074969],[477.96956448324823],[477.96956448324823],[485.0064174896425],[487.9396726789714],[487.9396726789714],[753.8338359585543],[756.5099181240441],[756.5099181240441],[762.8649188160257],[780.620601291777]
[6],['A'],[True],[48.88827849681136],[86.1935647679723],[120.57618178783031],[127.14352830796321],[129.96815655758573],[129.96815655758573],[735.8834212825288],[738.5186741086912],[740.7712156801864],[746.9217913264109],[784.2270775975719]
[6],['A'],[True],[89.26210116693414],[126.18624309972145],[159.80125196785545],[164.59465417889265],[168.29076390781296],[168.29076390781296],[743.8875766998942],[747.2825826779848],[747.4524984262318],[752.0613739483543],[788.9855158811416]
[6],['A'],[False],[109.00923582525915],[130.53767787095194],[163.66579982428613],[168.53613551728944],[171.47432798483592],[176.0714330944044],[759.1717227565065],[762.6602273578804],[762.8649188160257],[767.5867366969565],[789.1151787426493]
[6],['A'],[True],[79.2380624025262],[101.0312071385802],[137.76515687774224],[142.53637261398626],[145.64585335139714],[145.64585335139714],[762.2982443079691],[766.053362186707],[766.053362186707],[773.2655172571214],[795.0586619931754]
[6],['A'],[True],[34.4848705974897],[67.7376618291858],[90.52534967867008],[96.76230943856069],[99.66530408015743],[99.66530408015743],[757.0702550013868],[760.0628718939628],[760.0628718939628],[765.3110156086755],[798.5638068403715]
[6],['A'],[False],[114.0566159020508],[149.20393349062957],[177.78413588489542],[183.24528725583332],[186.51626527817436],[195.01976752862944],[754.4445366064355],[757.8066319391996],[757.8066319391996],[764.202318530848],[799.3496361194267]
[6],['A'],[True],[84.40530310465797],[110.33657215311445],[147.7118101695897],[153.18202733978436],[156.2316973247939],[156.2316973247939],[770.7425438914063],[774.246573824237],[774.246573824237],[779.568240716114],[805.4995097645705]
